PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"25896649","Central nervous system acute lymphoblastic leukemia: role of natural killer cells","Frishman-Levy L, Shemesh A, Bar-Sinai A, Ma C, Ni Z, Frenkel S, Muench V, Bruckmueller H, Vokuhl C, Debatin KM, Eckert C, Stanulla M, Schrappe M, Campbell KS, Loewenthal R, Schewe DM, Hochman J, Meyer LH, Kaufman D, Cario G, Porgador A, Izraeli S.","Blood. 2015 May 28;125(22):3420-31. doi: 10.1182/blood-2014-08-595108. Epub 2015 Apr 20.","Frishman-Levy L","Blood","2015","2015/04/22","PMC7265786","","10.1182/blood-2014-08-595108"
"11980865","MCP-1 expression in endotoxin-induced uveitis","Tuaillon N, Shen DF, Berger RB, Lu B, Rollins BJ, Chan CC.","Invest Ophthalmol Vis Sci. 2002 May;43(5):1493-8.","Tuaillon N","Invest Ophthalmol Vis Sci","2002","2002/05/01","","",""
"1748551","Studies of tumor-infiltrating lymphocytes from a human choroidal melanoma","Ksander BR, Rubsamen PE, Olsen KR, Cousins SW, Streilein JW.","Invest Ophthalmol Vis Sci. 1991 Dec;32(13):3198-208.","Ksander BR","Invest Ophthalmol Vis Sci","1991","1991/12/01","","",""
"14552603","Herpes simplex virus acute retinal necrosis during pregnancy","Chiquet C, Thuret G, Poitevin-Later F, Gain P, Najioullah F, Denis P.","Eur J Ophthalmol. 2003 Aug-Sep;13(7):662-5. doi: 10.1177/112067210301300712.","Chiquet C","Eur J Ophthalmol","2003","2003/10/14","","","10.1177/112067210301300712"
"34082607","Follicular lymphoma of the ocular adnexa: Clinicopathological findings with flow cytometry analysis of eight cases","Mitamura M, Kase S, Suzuki Y, Sakaguchi T, Suimon Y, Dong Y, Hatanaka KC, Sinohara T, Kase M, Ishida S.","Eur J Ophthalmol. 2022 May;32(3):1760-1765. doi: 10.1177/11206721211023309. Epub 2021 Jun 3.","Mitamura M","Eur J Ophthalmol","2022","2021/06/04","","","10.1177/11206721211023309"
"31016077","Ocular Infiltration as the Only Relapse Sign of Atypical Lymphoma Under Chemotherapy: A Case Report","Alqurashi L, Alqahtani A.","Cureus. 2019 Feb 11;11(2):e4049. doi: 10.7759/cureus.4049.","Alqurashi L","Cureus","2019","2019/04/25","PMC6464489","","10.7759/cureus.4049"
"21373175","NK/T cell non-Hodgkin lymphoma in a HIV-positive patient","Panarelli NC, Furman RR, Wang YL, Elstrom R, Cohen JA, Chadburn A.","J Hematop. 2010 Mar 4;3(1):35-40. doi: 10.1007/s12308-010-0057-5.","Panarelli NC","J Hematop","2010","2011/03/05","PMC2883910","","10.1007/s12308-010-0057-5"
"16129099","Cell populations and adhesion molecules expression in conjunctiva before and after bone marrow transplantation","Rojas B, Cuhna R, Zafirakis P, Ramirez JM, Lizan-garciía M, Zhao T, Foster CS.","Exp Eye Res. 2005 Sep;81(3):313-25. doi: 10.1016/j.exer.2005.02.004.","Rojas B","Exp Eye Res","2005","2005/09/01","","","10.1016/j.exer.2005.02.004"
"15623781","Ocular reactivation of MCMV after immunosuppression of latently infected BALB/c mice","Zhang M, Xin H, Duan Y, Atherton SS.","Invest Ophthalmol Vis Sci. 2005 Jan;46(1):252-8. doi: 10.1167/iovs.04-0537.","Zhang M","Invest Ophthalmol Vis Sci","2005","2004/12/30","","","10.1167/iovs.04-0537"
"11778809","Ocular adnexal lymphoproliferative disease: a series of 73 cases","McKelvie PA, McNab A, Francis IC, Fox R, O'Day J.","Clin Exp Ophthalmol. 2001 Dec;29(6):387-93. doi: 10.1046/j.1442-9071.2001.d01-18.x.","McKelvie PA","Clin Exp Ophthalmol","2001","2002/01/10","","","10.1046/j.1442-9071.2001.d01-18.x"
"18359787","Implication for the CD94/NKG2A-Qa-1 system in the generation and function of ocular-induced splenic CD8+ regulatory T cells","Chattopadhyay S, O'Rourke J, Cone RE.","Int Immunol. 2008 Apr;20(4):509-16. doi: 10.1093/intimm/dxn008.","Chattopadhyay S","Int Immunol","2008","2008/03/25","","","10.1093/intimm/dxn008"
"24317101","An aggressive primary orbital natural killer/T-cell lymphoma case: poor response to chemotherapy","Marchino T, Ibáñez N, Prieto S, Novelli S, Szafranska J, Mozos A, Graell X, Buil JA.","Ophthalmic Plast Reconstr Surg. 2014 Sep-Oct;30(5):e131-4. doi: 10.1097/IOP.0b013e3182a65026.","Marchino T","Ophthalmic Plast Reconstr Surg","2014","2013/12/10","","","10.1097/IOP.0b013e3182a65026"
"35625896","Altered Ocular Surface Health Status and Tear Film Immune Profile Due to Prolonged Daily Mask Wear in Health Care Workers","D'Souza S, Vaidya T, Nair AP, Shetty R, Kumar NR, Bisht A, Panigrahi T, J TS, Khamar P, Dickman MM, Agrawal R, Mahajan S, Sengupta S, Nuijts RMMA, Sethu S, Ghosh A.","Biomedicines. 2022 May 18;10(5):1160. doi: 10.3390/biomedicines10051160.","D'Souza S","Biomedicines","2022","2022/05/28","PMC9139140","","10.3390/biomedicines10051160"
"30429855","High-Dimensional Profiling Reveals Heterogeneity of the Th17 Subset and Its Association With Systemic Immunomodulatory Treatment in Non-infectious Uveitis","Verhagen FH, Hiddingh S, Rijken R, Pandit A, Leijten E, Olde Nordkamp M, Ten Dam-van Loon NH, Nierkens S, Imhof SM, de Boer JH, Radstake TRDJ, Kuiper JJW.","Front Immunol. 2018 Oct 31;9:2519. doi: 10.3389/fimmu.2018.02519. eCollection 2018.","Verhagen FH","Front Immunol","2018","2018/11/16","PMC6220365","","10.3389/fimmu.2018.02519"
"26946460","Cytokine Signatures Associated With Early Onset, Active Lesions and Late Cicatricial Events of Retinochoroidal Commitment in Infants With Congenital Toxoplasmosis","Carneiro AC, Machado AS, Béla SR, Costa JG, Andrade GM, Vasconcelos-Santos DV, Januário JN, Coelho-Dos-Reis JG, Ferro EA, Teixeira-Carvalho A, Vitor RW, Martins-Filho OA; UFMG Congenital Toxoplasmosis Brazilian Group.","J Infect Dis. 2016 Jun 15;213(12):1962-70. doi: 10.1093/infdis/jiw041. Epub 2016 Mar 5.","Carneiro AC","J Infect Dis","2016","2016/03/07","","","10.1093/infdis/jiw041"
"12208253","Vision-threatening complications of nasal T/NK lymphoma","Hon C, Kwok AK, Shek TW, Chim JC, Au WY.","Am J Ophthalmol. 2002 Sep;134(3):406-10. doi: 10.1016/s0002-9394(02)01520-9.","Hon C","Am J Ophthalmol","2002","2002/09/05","","","10.1016/s0002-9394(02)01520-9"
"18034537","Opening the flood gates: interferon-alpha treatment for Sjögren's syndrome","Shiozawa S, Cummins JM, Fox PC.","BioDrugs. 2000 May;13(5):305-11. doi: 10.2165/00063030-200013050-00001.","Shiozawa S","BioDrugs","2000","2007/11/24","","","10.2165/00063030-200013050-00001"
"14983503","Major histocompatibility antigens and antigen-processing molecules in retinoblastoma","Krishnakumar S, Sundaram A, Abhyankar D, Krishnamurthy V, Shanmugam MP, Gopal L, Sharma T, Biswas J.","Cancer. 2004 Mar 1;100(5):1059-69. doi: 10.1002/cncr.20062.","Krishnakumar S","Cancer","2004","2004/02/26","","","10.1002/cncr.20062"
"24315969","Topical interferon-gamma neutralization prevents conjunctival goblet cell loss in experimental murine dry eye","Zhang X, De Paiva CS, Su Z, Volpe EA, Li DQ, Pflugfelder SC.","Exp Eye Res. 2014 Jan;118:117-24. doi: 10.1016/j.exer.2013.11.011. Epub 2013 Dec 4.","Zhang X","Exp Eye Res","2014","2013/12/10","PMC3901360","NIHMS546175","10.1016/j.exer.2013.11.011"
"22590618","NK cells promote Th-17 mediated corneal barrier disruption in dry eye","Zhang X, Volpe EA, Gandhi NB, Schaumburg CS, Siemasko KF, Pangelinan SB, Kelly SD, Hayday AC, Li DQ, Stern ME, Niederkorn JY, Pflugfelder SC, De Paiva CS.","PLoS One. 2012;7(5):e36822. doi: 10.1371/journal.pone.0036822. Epub 2012 May 8.","Zhang X","PLoS One","2012","2012/05/17","PMC3348128","","10.1371/journal.pone.0036822"
"18606153","Investigation of the role of CD1d-restricted invariant NKT cells in experimental choroidal neovascularization","Hijioka K, Sonoda KH, Tsutsumi-Miyahara C, Fujimoto T, Oshima Y, Taniguchi M, Ishibashi T.","Biochem Biophys Res Commun. 2008 Sep 12;374(1):38-43. doi: 10.1016/j.bbrc.2008.06.080. Epub 2008 Jul 9.","Hijioka K","Biochem Biophys Res Commun","2008","2008/07/09","","","10.1016/j.bbrc.2008.06.080"
"26080911","[Features of clinical presentation, pathology and magnetic resonance or computed tomography imaging for ocular lymphoma]","Guo P, Xian J, Chen G, Liang X, Yang B, Wang Z, Yan F.","Zhonghua Yi Xue Za Zhi. 2015 Mar 24;95(11):814-8.","Guo P","Zhonghua Yi Xue Za Zhi","2015","2015/06/18","","",""
"20654615","Immune response in the conjunctival epithelium of patients with dry eye","Barabino S, Montaldo E, Solignani F, Valente C, Mingari MC, Rolando M.","Exp Eye Res. 2010 Oct;91(4):524-9. doi: 10.1016/j.exer.2010.07.008. Epub 2010 Jul 21.","Barabino S","Exp Eye Res","2010","2010/07/27","","","10.1016/j.exer.2010.07.008"
"28283010","[Effects of azithromycin and Chlorella vulgaris treatment on certain cytokine values and NK cell activity in an acute murine toxoplasmosis model]","Çelik Payçu DG, Büyükbaba Boral Ö.","Mikrobiyol Bul. 2017 Jan;51(1):52-61. doi: 10.5578/mb.48568.","Çelik Payçu DG","Mikrobiyol Bul","2017","2017/03/12","","","10.5578/mb.48568"
"22509813","Association of killer cell immunoglobulin-like receptor and human leukocyte antigen-C genotype with dry eye disease in a Chinese Han population","Ren G, Shao T, Zhuang Y, Hu H, Zhang X, Huang J, Liu Y, Liu D.","Genet Test Mol Biomarkers. 2012 Aug;16(8):910-4. doi: 10.1089/gtmb.2011.0355. Epub 2012 Apr 17.","Ren G","Genet Test Mol Biomarkers","2012","2012/04/19","","","10.1089/gtmb.2011.0355"
"10359323","Effect of aqueous humor on apoptosis of inflammatory cell types","D'Orazio TJ, DeMarco BM, Mayhew ES, Niederkorn JY.","Invest Ophthalmol Vis Sci. 1999 Jun;40(7):1418-26.","D'Orazio TJ","Invest Ophthalmol Vis Sci","1999","1999/06/08","","",""
"8609381","Isolation and characterization of a unique natural killer cell inhibitory factor present in the anterior chamber of the eye","Apte RS, Niederkorn JY.","J Immunol. 1996 Apr 15;156(8):2667-73.","Apte RS","J Immunol","1996","1996/04/15","","",""
"14519640","Major histocompatibility antigens and antigen-processing molecules in uveal melanoma","Krishnakumar S, Abhyankar D, Sundaram AL, Pushparaj V, Shanmugam MP, Biswas J.","Clin Cancer Res. 2003 Sep 15;9(11):4159-64.","Krishnakumar S","Clin Cancer Res","2003","2003/10/02","","",""
"19897003","Killer cell immunoglobulin-like receptor gene-cluster 3DS1-2DL5-2DS1-2DS5 predisposes susceptibility to Vogt-Koyanagi-Harada syndrome in Japanese individuals","Levinson RD, Okada AA, Ashouri E, Keino H, Rajalingam R.","Hum Immunol. 2010 Feb;71(2):192-4. doi: 10.1016/j.humimm.2009.11.001. Epub 2009 Nov 6.","Levinson RD","Hum Immunol","2010","2009/11/10","","","10.1016/j.humimm.2009.11.001"
"18340360","Combination of KIR and HLA gene variants augments the risk of developing birdshot chorioretinopathy in HLA-A*29-positive individuals","Levinson RD, Du Z, Luo L, Monnet D, Tabary T, Brezin AP, Zhao L, Gjertson DW, Holland GN, Reed EF, Cohen JH, Rajalingam R.","Genes Immun. 2008 Apr;9(3):249-58. doi: 10.1038/gene.2008.13. Epub 2008 Mar 13.","Levinson RD","Genes Immun","2008","2008/03/15","","","10.1038/gene.2008.13"
"28867344","NK Cell Alloreactivity against KIR-Ligand-Mismatched HLA-Haploidentical Tissue Derived from HLA Haplotype-Homozygous iPSCs","Ichise H, Nagano S, Maeda T, Miyazaki M, Miyazaki Y, Kojima H, Yawata N, Yawata M, Tanaka H, Saji H, Masuda K, Kawamoto H.","Stem Cell Reports. 2017 Sep 12;9(3):853-867. doi: 10.1016/j.stemcr.2017.07.020. Epub 2017 Aug 31.","Ichise H","Stem Cell Reports","2017","2017/09/05","PMC5599245","","10.1016/j.stemcr.2017.07.020"
"15252211","Influence of human recombinant interferon-alpha2a (rhIFN-alpha2a) on altered lymphocyte subpopulations and monocytes in Behcet's disease","Treusch M, Vonthein R, Baur M, Günaydin I, Koch S, Stübiger N, Eckstein AK, Peter HH, Ness T, Zierhut M, Kötter I.","Rheumatology (Oxford). 2004 Oct;43(10):1275-82. doi: 10.1093/rheumatology/keh311. Epub 2004 Jul 13.","Treusch M","Rheumatology (Oxford)","2004","2004/07/15","","","10.1093/rheumatology/keh311"
"21925471","Opposing roles for CXCR3 signaling in central nervous system versus ocular inflammation mediated by the astrocyte-targeted production of IL-12","Krauthausen M, Ellis SL, Zimmermann J, Sarris M, Wakefield D, Heneka MT, Campbell IL, Müller M.","Am J Pathol. 2011 Nov;179(5):2346-59. doi: 10.1016/j.ajpath.2011.07.041. Epub 2011 Sep 15.","Krauthausen M","Am J Pathol","2011","2011/09/20","PMC3204010","","10.1016/j.ajpath.2011.07.041"
"17404299","Oligoadenylate synthetase/protein kinase R pathways and alphabeta TCR+ T cells are required for adenovirus vector: IFN-gamma inhibition of herpes simplex virus-1 in cornea","Austin BA, Halford WP, Williams BR, Carr DJ.","J Immunol. 2007 Apr 15;178(8):5166-72. doi: 10.4049/jimmunol.178.8.5166.","Austin BA","J Immunol","2007","2007/04/04","PMC1865505","NIHMS16539","10.4049/jimmunol.178.8.5166"
"18952077","Invariant chain+ N2a neuroblastoma cells stably expressing the class II MHC transactivator CIITA fail to stimulate anti-tumor immunity","Rickard S, Ono SJ.","Exp Mol Pathol. 2008 Dec;85(3):147-54. doi: 10.1016/j.yexmp.2008.09.003. Epub 2008 Oct 8.","Rickard S","Exp Mol Pathol","2008","2008/10/28","","","10.1016/j.yexmp.2008.09.003"
"12941137","CD25+, interleukin-10-producing CD4+ T cells are required for suppressor cell production and immune privilege in the anterior chamber of the eye","Skelsey ME, Mayhew E, Niederkorn JY.","Immunology. 2003 Sep;110(1):18-29. doi: 10.1046/j.1365-2567.2003.01676.x.","Skelsey ME","Immunology","2003","2003/08/28","PMC1783020","","10.1046/j.1365-2567.2003.01676.x"
"15778609","Human leukocyte class I antigen and beta2-microglobulin expression in conjunctival dysplasia, carcinoma in situ, and squamous cell carcinoma","Krishnakumar S, Lakshmi SA, Pusphparaj V, Iyer A, Abhyankar D, Biswas J.","Cornea. 2005 Apr;24(3):337-41. doi: 10.1097/01.ico.0000141238.71837.3c.","Krishnakumar S","Cornea","2005","2005/03/22","","","10.1097/01.ico.0000141238.71837.3c"
"21747780","Systemic effector and regulatory immune responses to chlamydial antigens in trachomatous trichiasis","Gall A, Horowitz A, Joof H, Natividad A, Tetteh K, Riley E, Bailey RL, Mabey DC, Holland MJ.","Front Microbiol. 2011 Feb 10;2:10. doi: 10.3389/fmicb.2011.00010. eCollection 2011.","Gall A","Front Microbiol","2011","2011/07/13","PMC3128932","","10.3389/fmicb.2011.00010"
"2824400","Cell-mediated immune tolerance to HSV-1 antigens associated with reduced susceptibility to HSV-1 corneal lesions","Ksander BR, Hendricks RL.","Invest Ophthalmol Vis Sci. 1987 Dec;28(12):1986-93.","Ksander BR","Invest Ophthalmol Vis Sci","1987","1987/12/01","","",""
"17617607","NKT cells are critical to initiate an inflammatory response after Pseudomonas aeruginosa ocular infection in susceptible mice","Hazlett LD, Li Q, Liu J, McClellan S, Du W, Barrett RP.","J Immunol. 2007 Jul 15;179(2):1138-46. doi: 10.4049/jimmunol.179.2.1138.","Hazlett LD","J Immunol","2007","2007/07/10","","","10.4049/jimmunol.179.2.1138"
"18074401","Newly-developed Sendai virus vector for retinal gene transfer: reduction of innate immune response via deletion of all envelope-related genes","Murakami Y, Ikeda Y, Yonemitsu Y, Tanaka S, Kondo H, Okano S, Kohno R, Miyazaki M, Inoue M, Hasegawa M, Ishibashi T, Sueishi K.","J Gene Med. 2008 Feb;10(2):165-76. doi: 10.1002/jgm.1142.","Murakami Y","J Gene Med","2008","2007/12/13","","","10.1002/jgm.1142"
"15785994","Lethal Epstein-Barr virus associated NK/T-cell lymphoma with primary manifestation in the conjunctiva","Widmer S, Tinguely M, Egli F, Thiel MA.","Klin Monbl Augenheilkd. 2005 Mar;222(3):255-7. doi: 10.1055/s-2005-857975.","Widmer S","Klin Monbl Augenheilkd","2005","2005/03/24","","","10.1055/s-2005-857975"
"16236129","The analysis of systemic tolerance elicited by antigen inoculation into the vitreous cavity: vitreous cavity-associated immune deviation","Sonoda KH, Sakamoto T, Qiao H, Hisatomi T, Oshima T, Tsutsumi-Miyahara C, Exley M, Balk SP, Taniguchi M, Ishibashi T.","Immunology. 2005 Nov;116(3):390-9. doi: 10.1111/j.1365-2567.2005.02239.x.","Sonoda KH","Immunology","2005","2005/10/21","PMC1802422","","10.1111/j.1365-2567.2005.02239.x"
"21179225","Japanese case of follicular lymphoma of ocular adnexa diagnosed by clinicopathologic, immunohistochemical, and molecular genetic techniques","Otomo T, Fuse N, Ishizawa K, Seimiya M, Shimura M, Ichinohasama R.","Clin Ophthalmol. 2010 Dec 1;4:1397-402. doi: 10.2147/OPTH.S15219.","Otomo T","Clin Ophthalmol","2010","2010/12/24","PMC2999555","","10.2147/OPTH.S15219"
"15100308","Distinctive roles for 2',5'-oligoadenylate synthetases and double-stranded RNA-dependent protein kinase R in the in vivo antiviral effect of an adenoviral vector expressing murine IFN-beta","Al-Khatib K, Williams BR, Silverman RH, Halford W, Carr DJ.","J Immunol. 2004 May 1;172(9):5638-47. doi: 10.4049/jimmunol.172.9.5638.","Al-Khatib K","J Immunol","2004","2004/04/22","PMC4060620","NIHMS198376","10.4049/jimmunol.172.9.5638"
"20482393","Intravitreal methotrexate as adjunctive, palliative therapy in intraocular T-cell lymphoma","Wickremasinghe SS, Ojaimi E, Lim L, Stawell R, McKelvie P, Zamir E.","Ocul Immunol Inflamm. 2010 Jun;18(3):184-6. doi: 10.3109/09273941003637528.","Wickremasinghe SS","Ocul Immunol Inflamm","2010","2010/05/21","","","10.3109/09273941003637528"
"15317719","The relative contributions of each subset of ocular infiltrated cells in experimental choroidal neovascularisation","Tsutsumi-Miyahara C, Sonoda KH, Egashira K, Ishibashi M, Qiao H, Oshima T, Murata T, Miyazaki M, Charo IF, Hamano S, Ishibashi T.","Br J Ophthalmol. 2004 Sep;88(9):1217-22. doi: 10.1136/bjo.2003.036392.","Tsutsumi-Miyahara C","Br J Ophthalmol","2004","2004/08/20","PMC1772297","","10.1136/bjo.2003.036392"
"9637493","NK cell modulation of murine cytomegalovirus retinitis","Bigger JE, Thomas CA 3rd, Atherton SS.","J Immunol. 1998 Jun 15;160(12):5826-31.","Bigger JE","J Immunol","1998","1998/06/24","","",""
"16424200","Qa-1b and CD94-NKG2a interaction regulate cytolytic activity of herpes simplex virus-specific memory CD8+ T cells in the latently infected trigeminal ganglia","Suvas S, Azkur AK, Rouse BT.","J Immunol. 2006 Feb 1;176(3):1703-11. doi: 10.4049/jimmunol.176.3.1703.","Suvas S","J Immunol","2006","2006/01/21","","","10.4049/jimmunol.176.3.1703"
"12488492","Diminution of experimental autoimmune uveoretinitis (EAU) in mice depleted of NK cells","Kitaichi N, Kotake S, Morohashi T, Onoé K, Ohno S, Taylor AW.","J Leukoc Biol. 2002 Dec;72(6):1117-21.","Kitaichi N","J Leukoc Biol","2002","2002/12/19","","",""
"9929112","Quiescent nasal T/NK cell lymphoma manifested as primary central nervous system lymphoma","Yeh KH, Lien HC, Hsu SM, Cheng AL.","Am J Hematol. 1999 Feb;60(2):161-3. doi: 10.1002/(sici)1096-8652(199902)60:2<161::aid-ajh15>3.0.co;2-a.","Yeh KH","Am J Hematol","1999","1999/02/03","","","10.1002/(sici)1096-8652(199902)60:2<161::aid-ajh15>3.0.co;2-a"
"7531401","Interleukin-2 receptor beta and CD57 expression in orbital tissues from patients with chronic, stable thyroid-associated ophthalmopathy","Rosen CE, Rizzuto PR, Kennerdell JS, Burde RM, Wall JR.","Alaska Med. 1994 Oct-Dec;36(4):177-82, 207.","Rosen CE","Alaska Med","1994","1994/10/01","","",""
"3108394","Destructive and nondestructive patterns of immune rejection of syngeneic intraocular tumors","Knisely TL, Luckenbach MW, Fischer BJ, Niederkorn JY.","J Immunol. 1987 Jun 15;138(12):4515-23.","Knisely TL","J Immunol","1987","1987/06/15","","",""
"3876048","Humoral and cellular immune response in ocular histoplasmosis","Brahmi Z, Wheat J, Rubin RH, Schaegel TF Jr.","Ann Ophthalmol. 1985 Jul;17(7):440-4.","Brahmi Z","Ann Ophthalmol","1985","1985/07/01","","",""
"16081840","Mechanisms of peripheral tolerance following intracameral inoculation are independent of IL-13 or STAT6","Nakamura T, Terajewicz A, Stein-Streilein J.","J Immunol. 2005 Aug 15;175(4):2643-6. doi: 10.4049/jimmunol.175.4.2643.","Nakamura T","J Immunol","2005","2005/08/06","","","10.4049/jimmunol.175.4.2643"
"2154414","Immunologic evaluation of spontaneous regression of an intraocular murine melanoma","Knisely TL, Niederkorn JY.","Invest Ophthalmol Vis Sci. 1990 Feb;31(2):247-57.","Knisely TL","Invest Ophthalmol Vis Sci","1990","1990/02/01","","",""
"14580874","Influence of increased age on the development of herpes stromal keratitis","Turner J, Turner OC, Baird N, Orme IM, Wilcox CL, Baldwin SL.","Exp Gerontol. 2003 Oct;38(10):1205-12. doi: 10.1016/s0531-5565(03)00187-6.","Turner J","Exp Gerontol","2003","2003/10/29","","","10.1016/s0531-5565(03)00187-6"
"10581382","Perforin pathway is essential for protection of mice against lethal ocular HSV-1 challenge but not corneal scarring","Ghiasi H, Cai S, Perng G, Nesburn AB, Wechsler SL.","Virus Res. 1999 Dec 15;65(2):97-101. doi: 10.1016/s0168-1702(99)00107-0.","Ghiasi H","Virus Res","1999","1999/12/03","","","10.1016/s0168-1702(99)00107-0"
